SQL_SignatoryStateId,API_SignatoryStateId,SQL_Id,API_Id,SQL_AddressName,API_AddressName,SQL_AddressLine1,API_AddressLine1,SQL_AddressLine2,API_AddressLine2,SQL_AddressLine3,API_AddressLine3,SQL_StateOrCounty,API_StateOrCounty,SQL_City,API_City,SQL_Country,API_Country,SQL_PostCode,API_PostCode,SQL_PrimaryAddress,API_PrimaryAddress,SQL_isThePrimaryAddress,API_isThePrimaryAddress,Test Case Status
580,580,586,588,LIBERIAN INTERNATIONAL SHIP & CORPORATE REGISTRY,Liberia Maritime Authority (LMA),8619 Westwood Center Drive  Suite 300,Tubman Boulevard  Sinkor,,null,,null,Virginia,null,Vienna,Monrovia,UNITED STATES OF AMERICA,Liberia,22182,null,true,false,True,false,Test Case failed
580,580,587,588,Ministry of Labour,Liberia Maritime Authority (LMA),P.O. Box 10-9040,Tubman Boulevard  Sinkor,null,null,null,null,null,null,Monrovia 10,Monrovia,Liberia,Liberia,null,null,false,false,False,false,Test Case failed
580,580,588,588,Liberia Maritime Authority (LMA),Liberia Maritime Authority (LMA),Tubman Boulevard  Sinkor,Tubman Boulevard  Sinkor,null,null,null,null,null,null,Monrovia,Monrovia,Liberia,Liberia,null,null,false,false,False,false,Test Case Passed
579,579,585,585,Latvian Maritime Authority,Latvian Maritime Authority,5 Trijadibas Str,5 Trijadibas Str,null,null,null,null,null,null,Riga,Riga,Latvia,Latvia,LV-1048,LV-1048,true,true,True,true,Test Case Passed
578,578,584,584,Minitry of Oceans and Fisheries,Minitry of Oceans and Fisheries,Sejong Government Complex,Sejong Government Complex,94  Dasom 2ro,94  Dasom 2ro,null,null,Republic of Korea,Republic of Korea,Sejong-si,Sejong-si,Republic of Korea,Republic of Korea,30110,30110,true,true,True,true,Test Case Passed
577,577,583,583,Ministry of Information  Communication and Transport  Marine Division,Ministry of Information  Communication and Transport  Marine Division,Betio P.O. Box 487,Betio P.O. Box 487,,,,,,,Tarawa,Tarawa,KIRIBATI,KIRIBATI,,,true,true,True,true,Test Case Passed
576,576,582,582,Kenya Maritime Authority,Kenya Maritime Authority,null,null,null,null,null,null,Kenya,Kenya,Mombasa,Mombasa,Kenya,Kenya,null,null,true,true,True,true,Test Case Passed
575,575,581,581,Ministry of Land  Infrastructure  Transport and Tourism (MLIT),Ministry of Land  Infrastructure  Transport and Tourism (MLIT),2-1-3 Kasumigaseki,2-1-3 Kasumigaseki,null,null,null,null,Tokyo,Tokyo,Chiyoda-ku,Chiyoda-ku,Japan,Japan,100-8918,100-8918,true,true,True,true,Test Case Passed
574,574,580,580,Ministry of Transport - Directorate General for the supervision of port authorities  port facilities and maritime transport and inland waterways,Ministry of Transport - Directorate General for the supervision of port authorities  port facilities and maritime transport and inland waterways,Viale dell Arte  16,Viale dell Arte  16,null,null,null,null,null,null,Rome,Rome,Italy,Italy,144,144,true,true,True,true,Test Case Passed
573,573,579,579,The Marine Survey Office (MSO) of the Irish Maritime Administration (IMA),The Marine Survey Office (MSO) of the Irish Maritime Administration (IMA),Department of Transport  Tourism and Sport,Department of Transport  Tourism and Sport,Leeson Lane,Leeson Lane,null,null,null,null,Dublin 2,Dublin 2,Ireland,Ireland,null,null,true,true,True,true,Test Case Passed
572,572,578,578,Director General of Marine Operation & Maritime Safety,Director General of Marine Operation & Maritime Safety,null,null,null,null,null,null,null,null,null,null,Iran  Islamic Republic of,Iran  Islamic Republic of,null,null,true,true,True,true,Test Case Passed
571,571,577,577,Mercantile Marine Dept  Pratishtha Bhavan,Mercantile Marine Dept  Pratishtha Bhavan,101 Maharshi Karve Road,101 Maharshi Karve Road,,,,,,,Mumbai,Mumbai,INDIA,INDIA,,,true,true,True,true,Test Case Passed
570,570,576,576,National Transport Authority  Road  Railway and Shipping Authority  Department for Shipping,National Transport Authority  Road  Railway and Shipping Authority  Department for Shipping,Teréz krt. 62,Teréz krt. 62,null,null,null,null,null,null,Budapest,Budapest,Hungary,Hungary,H-1066,H-1066,true,true,True,true,Test Case Passed
569,569,575,575,Ministry of Shipping  Maritime Affairs & the Aegean,Ministry of Shipping  Maritime Affairs & the Aegean,Akti vaseliadi,Akti vaseliadi,Gates E1-E2,Gates E1-E2,null,null,null,null,Piraeus,Piraeus,Greece,Greece,18510,18510,true,true,True,true,Test Case Passed
568,568,573,574,Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Dienststelle Schiffssicherheit der BG Verkehr,Dienststelle Schiffssicherheit der BG Verkehr,Brandstwiete 1,Brandstwiete 1,null,null,null,null,Hamburg,Hamburg,Germany,Germany,D-20457,D-20457,true,false,True,false,Test Case failed
568,568,574,574,Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Dienststelle Schiffssicherheit der BG Verkehr,Dienststelle Schiffssicherheit der BG Verkehr,Brandstwiete 1,Brandstwiete 1,null,null,null,null,Hamburg,Hamburg,Germany,Germany,D-20457,D-20457,false,false,False,false,Test Case Passed
567,567,572,572,The Ghana Maritime Authority (GMA),The Ghana Maritime Authority (GMA),No. E354/3  3rd Avenue  East Ridge,No. E354/3  3rd Avenue  East Ridge,Ministries Post Office,Ministries Post Office,null,null,Accra,Accra,null,null,Ghana,Ghana,PMB 34,PMB 34,true,true,True,true,Test Case Passed
566,566,571,571,null,null,null,null,null,null,null,null,null,null,null,null,Gabon,Gabon,null,null,true,true,True,true,Test Case Passed
565,565,569,570,Direction des affaires maritimes (DAM),Direction des Affaires Maritimes,Grande Arche,2 bis  rue Félix Russeil,Paroi Sud,BP. 36,null,null,null,null,Paris-La-Défense Cedex,Noumea Cedex,France,France,92055,98845,true,true,True,true,Test Case failed
565,565,570,570,Direction des Affaires Maritimes,Direction des Affaires Maritimes,2 bis  rue Félix Russeil,2 bis  rue Félix Russeil,BP. 36,BP. 36,null,null,null,null,Noumea Cedex,Noumea Cedex,France,France,98845,98845,true,true,True,true,Test Case Passed
564,564,568,568,The Ministry of Employment and the Economy,The Ministry of Employment and the Economy,Aleksanterinkatu 4,Aleksanterinkatu 4,P.O. Box 32  FI-00023 GOVERNMENT,P.O. Box 32  FI-00023 GOVERNMENT,null,null,null,null,Helsinki,Helsinki,Finland,Finland,null,null,true,true,True,true,Test Case Passed
563,563,567,567,The Maritime Safety Authority of Fiji (MSAF),The Maritime Safety Authority of Fiji (MSAF), Level 4 Kadavu House, Level 4 Kadavu House,414 Victoria Parade,414 Victoria Parade,null,null,null,null,Suva,Suva,Fiji,Fiji,null,null,true,true,True,true,Test Case Passed
562,562,566,566,The Faroese Maritime Authority,The Faroese Maritime Authority,null,null,null,null,null,null,null,null,null,null,Denmark ,Denmark ,null,null,true,true,True,true,Test Case Passed
561,561,565,565,Danish Maritime Authority,Danish Maritime Authority,Fjordvænget 30,Fjordvænget 30,,,,,,,DK-4220 Korsør,DK-4220 Korsør,DENMARK,DENMARK,,,true,true,True,true,Test Case Passed
560,560,564,564,Ministry of Communications and Works Department of Merchant Shipping (DMS),Ministry of Communications and Works Department of Merchant Shipping (DMS),P.O. Box 56193,P.O. Box 56193,null,null,null,null,null,null, Lemesos, Lemesos,Cyprus,Cyprus,3305,3305,true,true,True,true,Test Case Passed
559,559,563,563, Ministry of Maritime Affairs  Transport and Infrastructure, Ministry of Maritime Affairs  Transport and Infrastructure,Prisavlje 14,Prisavlje 14,HR-10000,HR-10000,null,null,null,null,Zagreb,Zagreb,Croatia,Croatia,null,null,true,true,True,true,Test Case Passed
558,558,562,562,null,null,null,null,null,null,null,null,null,null,null,null,Congo,Congo,null,null,true,true,True,true,Test Case Passed
557,557,561,561,Transport Canada  Safety and Security,Transport Canada  Safety and Security,330 Sparks Street  11th floor (AMS),330 Sparks Street  11th floor (AMS),Place de Ville  Tower C,Place de Ville  Tower C,null,null,null,null,Ottawa,Ottawa,Canada,Canada,K1A 0N8,K1A 0N8,true,true,True,true,Test Case Passed
556,556,560,560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,true,True,true,Test Case Passed
555,555,559,559,Bulgarian Maritime Administration (BMA),Bulgarian Maritime Administration (BMA),Diakon Ignatii Str,Diakon Ignatii Str,9. - 1000,9. - 1000,null,null,null,null,Sofia,Sofia,Bulgaria,Bulgaria,null,null,true,true,True,true,Test Case Passed
554,554,558,558,Federal Ministry of Labor and Social Policy,Federal Ministry of Labor and Social Policy,Marka Marulica 2,Marka Marulica 2,null,null,null,null,null,null,Sarajevo,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina,71000,71000,true,true,True,true,Test Case Passed
553,553,557,557,Ministry of Labour and Public Administration of Benin,Ministry of Labour and Public Administration of Benin,null,null,null,null,null,null,null,null,null,null,Benin,Benin,null,null,true,true,True,true,Test Case Passed
552,552,556,556,International Merchant Marine Registry of Belize (IMMARBE),International Merchant Marine Registry of Belize (IMMARBE),Marina Towers,Marina Towers,Suite 204,Suite 204,Newton Barracks,Newton Barracks,null,null,Belize City,Belize City,Belize,Belize,null,null,true,true,True,true,Test Case Passed
551,551,555,555,Federal Public Service Mobility and Transport  Maritime Transport,Federal Public Service Mobility and Transport  Maritime Transport,Directorate General Shipping,Directorate General Shipping,City Atrium,City Atrium,Vooruitgangstraat 56 / Rue du Progres 56,Vooruitgangstraat 56 / Rue du Progres 56,,, Brussels, Brussels,BELGIUM,BELGIUM,B-1210 ,B-1210 ,true,true,True,true,Test Case Passed
550,550,554,554,Ministry of Labour,Ministry of Labour,3rd Floor West ,3rd Floor West ,Warrens Office Complex,Warrens Office Complex,null,null,null,null,St. Michael,St. Michael,Barbados,Barbados,null,null,true,true,True,true,Test Case Passed
549,549,553,553,null,null,null,null,null,null,null,null,null,null,null,null,Bangladesh,Bangladesh,null,null,true,true,True,true,Test Case Passed
548,548,552,552,The Bahamas Maritime Authority,The Bahamas Maritime Authority,Shirlaw House  87 Shirley Street,Shirlaw House  87 Shirley Street,PO Box N-4679,PO Box N-4679,null,null,null,null,Nassau,Nassau,Bahamas,Bahamas,null,null,true,true,True,true,Test Case Passed
547,547,551,551,Australian Maritime Safety Authority (AMSA),Australian Maritime Safety Authority (AMSA),AMSA Head Office  Information Centre,AMSA Head Office  Information Centre,82 Northbourne Avenue,82 Northbourne Avenue,null,null,null,null,Braddon ACT,Braddon ACT,Australia,Australia,2612,2612,true,true,True,true,Test Case Passed
546,546,550,550,Prefectura Naval Argentina,Prefectura Naval Argentina,Av. Eduardo Madero 235,Av. Eduardo Madero 235,C1106ACC,C1106ACC,,,,,Ciudad Autónoma de Buenos Aires ,Ciudad Autónoma de Buenos Aires ,ARGENTINA,ARGENTINA,,,true,true,True,true,Test Case Passed
545,545,549,549,Antigua and Barbuda Department of Marine Services and Merchant Shipping (ADOMS),Antigua and Barbuda Department of Marine Services and Merchant Shipping (ADOMS),Corner of Popeshead and Dickenson Bay Streets,Corner of Popeshead and Dickenson Bay Streets,P.O. Box 1394,P.O. Box 1394,null,null,Antigua  W.I.,Antigua  W.I., St. John’s, St. John’s,Antigua and Barbuda,Antigua and Barbuda,1394,1394,true,true,True,true,Test Case Passed
544,544,545,545,Swiss Maritime Navigation Office SMNO,Swiss Maritime Navigation Office SMNO,Elisabethenstrasse 33,Elisabethenstrasse 33,PO Box,PO Box,,,,,CH-4010 Basel,CH-4010 Basel,SWITZERLAND,SWITZERLAND,,,false,false,False,false,Test Case Passed
543,543,544,544,St. Kitts & Nevis International Ship Registry ,St. Kitts & Nevis International Ship Registry ,Stolt-Nielsen House ,Stolt-Nielsen House ,1-5 Oldchurch Road ,1-5 Oldchurch Road ,,,,,Romford,Romford,UNITED KINGDOM,UNITED KINGDOM,RM7 0BQ,RM7 0BQ,false,false,False,false,Test Case Passed
542,542,543,543,Bureau Veritas,Bureau Veritas,67/71 Bd du Chateau,67/71 Bd du Chateau,9571 Neuilly-Sur-Seine,9571 Neuilly-Sur-Seine,,,,,Cedex,Cedex,FRANCE,FRANCE,,,false,false,False,false,Test Case Passed
542,542,799,543,Lloyd’s Register group services Limited,Bureau Veritas,71 Fenchurch Street,67/71 Bd du Chateau,,9571 Neuilly-Sur-Seine,,,,,London,Cedex,UNITED KINGDOM,FRANCE,EC3M 4BS,,false,false,False,false,Test Case failed
542,542,812,543,Bureau Veritas ,Bureau Veritas,Le Triangle de l’Arche,67/71 Bd du Chateau,8  cours du Triangle – CS 50101,9571 Neuilly-Sur-Seine,92937 ,,CEDEX,,PARIS LA DEFENSE ,Cedex,FRANCE,FRANCE,,,false,false,False,false,Test Case failed
541,541,542,542,The State Maritime Agency of the Ministry of Transport,The State Maritime Agency of the Ministry of Transport,Communications and High Technologies,Communications and High Technologies,2B Khanlar St,2B Khanlar St,,,,,Baku City,Baku City,AZERBAIJAN  REPUBLIC OF,AZERBAIJAN  REPUBLIC OF,AZ1003,AZ1003,false,false,False,false,Test Case Passed
540,540,541,541,The Commonwealth of Dominica Maritime Registry Inc (DMRI),The Commonwealth of Dominica Maritime Registry Inc (DMRI),Office of Maritime Affairs ,Office of Maritime Affairs ,32  Washington Street  ,32  Washington Street  ,,,,,Fairhaven  MA ,Fairhaven  MA ,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,02719,02719,false,false,False,false,Test Case Passed
539,539,540,540,PO Box 13269,PO Box 13269,Humerail,Humerail,,,,,,,Port Elizabeth,Port Elizabeth,SOUTH AFRICA,SOUTH AFRICA,6001,6001,false,false,False,false,Test Case Passed
538,538,539,539,Inspectie Leefomgeving en Transport,Inspectie Leefomgeving en Transport,Ministerie van Infrastructuur en Waterstaat,Ministerie van Infrastructuur en Waterstaat,Postbox 16191,Postbox 16191,,,,,2500 BD Den Haag,2500 BD Den Haag,NETHERLANDS,NETHERLANDS,,,false,false,False,false,Test Case Passed
537,537,538,538,Department of Economic Development,Department of Economic Development,Isle of Man Ship Registry,Isle of Man Ship Registry,St Georges Court,St Georges Court,Upper Church Street,Upper Church Street,,,Douglas,Douglas,ISLE OF MAN,ISLE OF MAN,IM1 1EX,IM1 1EX,false,false,False,false,Test Case Passed
536,536,536,536,Ministry of Transport and Infrastructure General Maritime Directory,Ministry of Transport and Infrastructure General Maritime Directory,Lagja nr.1 RR. Tregtare,Lagja nr.1 RR. Tregtare,,,,,,,Durres,Durres,ALBANIA,ALBANIA,,,false,false,False,false,Test Case Passed
535,535,535,535,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,PO Box Private Bag,Apia,Apia,null,null,null,null,null,null,WESTERN SAMOA,WESTERN SAMOA,null,null,true,true,True,true,Test Case Passed
534,534,534,534,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,PO Box Private Bag,Apia,Apia,null,null,null,null,null,null,WESTERN SAMOA,WESTERN SAMOA,null,null,true,true,True,true,Test Case Passed
533,533,533,533,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,Head of the Maritime Division  The Ministry of Works Transport and Infrastructure,PO Box Private Bag,PO Box Private Bag,Apia,Apia,null,null,null,null,null,null,WESTERN SAMOA,WESTERN SAMOA,null,null,true,true,True,true,Test Case Passed
514,514,530,528,Federal State Institution,Administration of the Seaport of Arkhangelsk,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Harbour Master,7  Petra Velikogo emb.  RF- 236006,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Kaliningrad,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,791,528,HARBOUR MASTER OF THE PORT OF ASTRAKHAN,Administration of the Seaport of Arkhangelsk,KAPITANA KRASNOVA 31,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Astrakhan,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,414016,,false,false,False,false,Test Case failed
514,514,778,528,Harbour Master of Marine Port Authority of the Caspian Sea,Administration of the Seaport of Arkhangelsk,31 Cap.Krasnov Street,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,, 414016   Astrachan,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,779,528,Harbour Master of Marine Port Authority of the Caspian Sea,Administration of the Seaport of Arkhangelsk,31 Cap.Krasnov street,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,414016   Astrachan,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,736,528,Harbour Master of the Port Kholmsk,Administration of the Seaport of Arkhangelsk,14A  Portovaya Street,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Kholmsk  Sakhalin Region,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,694620,,false,false,False,false,Test Case failed
514,514,745,528,Harbour Master of Port Temryuk,Administration of the Seaport of Arkhangelsk,353500,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Krasnodar Region,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,761,528,PORT OF NOVOROSSIYSK,Administration of the Seaport of Arkhangelsk,2 Mira Str.,Harbour Master,353900,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Krasnodar Region,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,824,528,HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT,Administration of the Seaport of Arkhangelsk,26/1 RADIOSVYAZI STR.,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,PETROPAVLOVSK-KAMCHATSKIY ,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,514,528,Federal State Institution “Marine Administration of Port Novorossiysk” FSI “MAP Novorossiysk”),Administration of the Seaport of Arkhangelsk,Harbour Master,Harbour Master,2 emb.Admiral Serebryakov,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,353900  Novorossiysk,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,515,528,Harbour Masrer Of Port Of Taganrog,Administration of the Seaport of Arkhangelsk,Russian Ferderation,Harbour Master,null,Mr. Alexandrov Arkady Germanovich,null,Karla Marksa Str.6,null,,null,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,null,,false,false,False,false,Test Case failed
514,514,516,528,Harbour Master of the Port of Astrakhan,Administration of the Seaport of Arkhangelsk,Zhelyabova 1,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Astrakhan 414000,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,517,528,Harbour Master of the Bolshoy port St. -Petersburg,Administration of the Seaport of Arkhangelsk,10 Gapsalskaya street,Harbour Master,198035,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,St. Petersburg,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,518,528,JSC Arkhangelsk Sea Commercial Port,Administration of the Seaport of Arkhangelsk,52  Troitsky Prospect,Harbour Master,163000,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Arkhangelsk,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,519,528,Marine Administration of Port of Murmansk,Administration of the Seaport of Arkhangelsk,Portovy Proezd str. 1,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,183034 Murmansk,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,521,528,Russian Ministry of Transport Marine Fleet Department,Administration of the Seaport of Arkhangelsk,Sadovo-Samotechnaya Street  10,Harbour Master,,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Moscow,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,525,528,The Captain of Seaport Taganrog Federal State institute of “Taganrog Maritime Port Administration”,Administration of the Seaport of Arkhangelsk,2  Komsomolsky Spusk Str.,Harbour Master,Rostov Region,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Taganrog  347922,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,526,528,The Harbour Master of the Port of Rostov-On-Don of Rostov-On-Don Office of Azov,Administration of the Seaport of Arkhangelsk,Sea Maritime Administration,Harbour Master,Russian Federation ,Mr. Alexandrov Arkady Germanovich,null,Karla Marksa Str.6,null,,null,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,null,,false,false,False,false,Test Case failed
514,514,527,528,Vladivostok Harbour Master ,Administration of the Seaport of Arkhangelsk,Vladivostok Sea Port Administration ,Harbour Master,3  Nizhne - Portovaya Street ,Mr. Alexandrov Arkady Germanovich,,Karla Marksa Str.6,,,Vladivostok  690990 ,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
514,514,528,528,Administration of the Seaport of Arkhangelsk,Administration of the Seaport of Arkhangelsk,Harbour Master,Harbour Master,Mr. Alexandrov Arkady Germanovich,Mr. Alexandrov Arkady Germanovich,Karla Marksa Str.6,Karla Marksa Str.6,,,Arkhangelsk,Arkhangelsk,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case Passed
513,513,513,532,Federal State Institution,Federal State Institution,Administration of Sea Port "The Big Port of St. Petersburg",Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),(FSI "ASP "BPSt. - Petersburg"),7  Petra Velikogo emb.  RF- 236006,Harbour Master,Kaliningrad,Harbour Master,Kaliningrad,Harbour Master,Kaliningrad,RUSSIAN FEDERATION,KALININGRAD,null,RUSSIAN FEDERATION,true,false,True,false,Test Case failed
513,513,524,532,Russian Ministry of Transport Marine Fleet Department,Federal State Institution,Sadovo-Samotechnaya Street  10,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Moscow,7  Petra Velikogo emb.  RF- 236006,Russia,Kaliningrad,Russia,Kaliningrad,Russia,Kaliningrad,RUSSIAN FEDERATION,KALININGRAD,null,RUSSIAN FEDERATION,false,false,False,false,Test Case failed
513,513,532,532,Federal State Institution,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,KALININGRAD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,false,false,False,false,Test Case Passed
512,512,531,531,Federal State Institution,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,7  Petra Velikogo emb.  RF- 236006,Kaliningrad,Kaliningrad,Kaliningrad,Kaliningrad,Kaliningrad,Kaliningrad,KALININGRAD,KALININGRAD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,false,false,False,false,Test Case Passed
512,512,523,531,Russian Ministry of Transport Marine Fleet Department,Federal State Institution,Sadovo-Samotechnaya Street  10,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Moscow,7  Petra Velikogo emb.  RF- 236006,Russia,Kaliningrad,Russia,Kaliningrad,Russia,Kaliningrad,RUSSIAN FEDERATION,KALININGRAD,null,RUSSIAN FEDERATION,false,false,False,false,Test Case failed
512,512,512,531,Federal State Institution,Federal State Institution,Administration of Sea Port "The Big Port of St. Petersburg",Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),(FSI "ASP "BPSt. - Petersburg"),7  Petra Velikogo emb.  RF- 236006,Harbour Master,Kaliningrad,Harbour Master,Kaliningrad,Harbour Master,Kaliningrad,RUSSIAN FEDERATION,KALININGRAD,null,RUSSIAN FEDERATION,true,false,True,false,Test Case failed
510,510,510,529,Federal State Institution,Federal State Institution,Administration of Sea Port "The Bolshoy Port of St. Petersburg",Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),(FSI "ASP "BPSt. - Petersburg"),7  Petra Velikogo emb.  RF- 236006,,,,,Harbour Master,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,true,false,True,false,Test Case failed
510,510,520,529,Russian Ministry of Transport Marine Fleet Department,Federal State Institution,Sadovo-Samotechnaya Street  10,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),,7  Petra Velikogo emb.  RF- 236006,,,,,Russia,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
510,510,529,529,Federal State Institution,Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),7  Petra Velikogo emb.  RF- 236006,7  Petra Velikogo emb.  RF- 236006,,,,,Kaliningrad,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case Passed
510,510,762,529,PORT OF NOVOROSSIYSK,Federal State Institution,2 Mira Str,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),353900,7  Petra Velikogo emb.  RF- 236006,,,,,Krasnodar Region,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
510,510,763,529,Harbour Master of the Port of Astrakhan ,Federal State Institution,Zhelyabova 1,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),,7  Petra Velikogo emb.  RF- 236006,,,,,Astrakhan 414000 ,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
510,510,771,529,THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”,Federal State Institution,2  KOMSOMOLSKY SPUSK STR.,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),ROSTOV REGION,7  Petra Velikogo emb.  RF- 236006,,,,,TAGANROG  347922,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
510,510,746,529,Harbour Master of Port Temryuk,Federal State Institution,353500,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),,7  Petra Velikogo emb.  RF- 236006,,,,,Krasnodar Region,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,,,false,false,False,false,Test Case failed
510,510,792,529,Maritime Administration of Astrakhan Port,Federal State Institution,Kapitana Krasnova Street 31,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),,7  Petra Velikogo emb.  RF- 236006,,,,,Astrakhan,Kaliningrad,RUSSIAN FEDERATION,RUSSIAN FEDERATION,414016,,false,false,False,false,Test Case failed
