SQL_SignatoryStateId,API_SignatoryStateId,SQL_Id,API_Id,SQL_AddressName,API_AddressName,SQL_AddressLine1,API_AddressLine1,SQL_AddressLine2,API_AddressLine2,SQL_AddressLine3,API_AddressLine3,SQL_StateOrCounty,API_StateOrCounty,SQL_City,API_City,SQL_Country,API_Country,SQL_PostCode,API_PostCode,SQL_PrimaryAddress,API_PrimaryAddress,SQL_isThePrimaryAddress,API_isThePrimaryAddress,Test Case Status
396,396,396,396,The Ministry of Works Transport and Infrastructure,The Ministry of Works Transport and Infrastructure,P.O. Box Private Bag,P.O. Box Private Bag,null,null,null,null,null,null,Apia,Apia,SAMOA,SAMOA,null,null,false,false,False,false,Test Case Passed
395,395,395,395,Romanian Naval Authority ,Romanian Naval Authority ,Port Gate No. 1  RNA Building,Port Gate No. 1  RNA Building,null,null,null,null,null,null,Constanta,Constanta,ROMANIA,ROMANIA,900900,900900,true,true,True,true,Test Case Passed
394,394,394,394,Romanian Naval Authority ,Romanian Naval Authority ,Port Gate No. 1  RNA Building,Port Gate No. 1  RNA Building,null,null,null,null,null,null,Constanta,Constanta,ROMANIA,ROMANIA,900900,900900,true,true,True,true,Test Case Passed
393,393,393,393,Romanian Naval Authority ,Romanian Naval Authority ,Port Gate No. 1  RNA Building,Port Gate No. 1  RNA Building,null,null,null,null,null,null,Constanta,Constanta,ROMANIA,ROMANIA,900900,900900,true,true,True,true,Test Case Passed
392,392,392,392,Romanian Naval Authority ,Romanian Naval Authority ,Port Gate No. 1  RNA Building,Port Gate No. 1  RNA Building,null,null,null,null,null,null,Constanta,Constanta,ROMANIA,ROMANIA,900900,900900,true,true,True,true,Test Case Passed
389,389,389,730,Seafarers   Maritime Affairs & Safety Division,Busan Regional Maritime & Port Administration Seafarers and Maritime Safety Division,107  Yeoseo 1-ro ,351 Chungjang-daero (Jwacheon-dong),Yeosu-si,Dong-gu,Jeollanam-do,,,,Yeosu City,Busan ,KOREA  REPUBLIC OF,KOREA  REPUBLIC OF,,600-726,false,false,False,false,Test Case failed
389,389,733,730,Seafarers  Maritime Affairs & Safety Division,Busan Regional Maritime & Port Administration Seafarers and Maritime Safety Division,139-9  Maeam-Dong,351 Chungjang-daero (Jwacheon-dong),Nam-gu,Dong-gu,,,,,Ulsan,Busan ,KOREA  REPUBLIC OF,KOREA  REPUBLIC OF,,600-726,false,false,False,false,Test Case failed
389,389,730,730,Busan Regional Maritime & Port Administration Seafarers and Maritime Safety Division,Busan Regional Maritime & Port Administration Seafarers and Maritime Safety Division,351 Chungjang-daero (Jwacheon-dong),351 Chungjang-daero (Jwacheon-dong),Dong-gu,Dong-gu,,,,,Busan ,Busan ,KOREA  REPUBLIC OF,KOREA  REPUBLIC OF,600-726,600-726,false,false,False,false,Test Case Passed
389,389,840,730,Gunsan Regional Office of Oceans and Fisheries,Busan Regional Maritime & Port Administration Seafarers and Maritime Safety Division,1530-5 Soryong-dong  ,351 Chungjang-daero (Jwacheon-dong),Gunsan-si  ,Dong-gu,,,,,Jeollabuk-do  ,Busan ,KOREA  REPUBLIC OF,KOREA  REPUBLIC OF,,600-726,false,false,False,false,Test Case failed
387,387,391,391,Seafarers   Maritime Affairs & Safety Division,Seafarers   Maritime Affairs & Safety Division,222  Yeoseo-Dong,222  Yeoseo-Dong,null,null,null,null,null,null,Yeosu City,Yeosu City,REPUBLIC OF KOREA,REPUBLIC OF KOREA,null,null,false,false,False,false,Test Case Passed
387,387,387,391,Busan Regional Maritime & Port Administration,Seafarers   Maritime Affairs & Safety Division,Seafarers and Maritime Safety Division,222  Yeoseo-Dong,351 Chungjang-daero (Jwacheon-dong)  Dong-gu,null,null,null,null,null,Busan,Yeosu City,REPUBLIC OF KOREA,REPUBLIC OF KOREA,600-726,null,true,false,True,false,Test Case failed
386,386,386,390,Busan Regional Maritime & Port Administration,Seafarers   Maritime Affairs & Safety Division,Seafarers and Maritime Safety Division,222  Yeoseo-Dong,351 Chungjang-daero (Jwacheon-dong)  Dong-gu,null,null,null,null,null,Busan,Yeosu City,REPUBLIC OF KOREA,REPUBLIC OF KOREA,600-726,null,true,false,True,false,Test Case failed
386,386,390,390,Seafarers   Maritime Affairs & Safety Division,Seafarers   Maritime Affairs & Safety Division,222  Yeoseo-Dong,222  Yeoseo-Dong,null,null,null,null,null,null,Yeosu City,Yeosu City,REPUBLIC OF KOREA,REPUBLIC OF KOREA,null,null,false,false,False,false,Test Case Passed
385,385,388,388,Seafarers   Maritime Affairs & Safety Division,Seafarers   Maritime Affairs & Safety Division,222  Yeoseo-Dong,222  Yeoseo-Dong,null,null,null,null,null,null,Yeosu City,Yeosu City,REPUBLIC OF KOREA,REPUBLIC OF KOREA,null,null,false,false,False,false,Test Case Passed
385,385,385,388,Busan Regional Maritime & Port Administration,Seafarers   Maritime Affairs & Safety Division,Seafarers and Maritime Safety Division,222  Yeoseo-Dong,351 Chungjang-daero (Jwacheon-dong)  Dong-gu,null,null,null,null,null,Busan,Yeosu City,REPUBLIC OF KOREA,REPUBLIC OF KOREA,600-726,null,true,false,True,false,Test Case failed
384,384,384,384,Director of the Maritime Office in Gdynia,Director of the Maritime Office in Gdynia,Chrzanowskiego 10
81-338 Gdynia,Chrzanowskiego 10
81-338 Gdynia,null,null,null,null,null,null,null,null,POLAND,POLAND,null,null,true,true,True,true,Test Case Passed
383,383,383,383,Director of the Maritime Office in Gdynia,Director of the Maritime Office in Gdynia,Chrzanowskiego 10
81-338 Gdynia,Chrzanowskiego 10
81-338 Gdynia,null,null,null,null,null,null,null,null,POLAND,POLAND,null,null,true,true,True,true,Test Case Passed
382,382,382,817,Director of the Maritime Office in Gdynia,DIRECTOR OF MARITIME OFFICE,Chrzanowskiego 10
81-338 Gdynia,Pl.St.BATOREGO 4,null,70-207,null,,null,,null,Szczecin,POLAND,POLAND,null,,true,false,True,false,Test Case failed
382,382,817,817,DIRECTOR OF MARITIME OFFICE,DIRECTOR OF MARITIME OFFICE,Pl.St.BATOREGO 4,Pl.St.BATOREGO 4,70-207,70-207,,,,,Szczecin,Szczecin,POLAND,POLAND,,,false,false,False,false,Test Case Passed
381,381,818,818,DIRECTOR OF MARITIME OFFICE,DIRECTOR OF MARITIME OFFICE,Pl.St.BATOREGO 4,Pl.St.BATOREGO 4,70-207,70-207,,,,,Szczecin,Szczecin,POLAND,POLAND,,,false,false,False,false,Test Case Passed
381,381,381,818,Director of the Maritime Office in Gdynia,DIRECTOR OF MARITIME OFFICE,Chrzanowskiego 10
81-338 Gdynia,Pl.St.BATOREGO 4,null,70-207,null,,null,,null,Szczecin,POLAND,POLAND,null,,true,false,True,false,Test Case failed
380,380,380,380,Maritime Industry Authority (MARINA)
PPL Building,Maritime Industry Authority (MARINA)
PPL Building,1000 United Nations Avenue,1000 United Nations Avenue,null,null,null,null,null,null,Manila,Manila,PHILIPPINES,PHILIPPINES,null,null,true,true,True,true,Test Case Passed
379,379,379,379,Maritime Industry Authority (MARINA)
PPL Building,Maritime Industry Authority (MARINA)
PPL Building,1000 United Nations Avenue,1000 United Nations Avenue,null,null,null,null,null,null,Manila,Manila,PHILIPPINES,PHILIPPINES,null,null,true,true,True,true,Test Case Passed
378,378,378,378,Maritime Industry Authority (MARINA)
PPL Building,Maritime Industry Authority (MARINA)
PPL Building,Parkview Plaza 984,Parkview Plaza 984,Taft Avenue Corner T.M Kalaw,Taft Avenue Corner T.M Kalaw,1000 Ermita,1000 Ermita,,,Manila,Manila,PHILIPPINES,PHILIPPINES,,,true,true,True,true,Test Case Passed
377,377,377,377,Ministerio de Marina
Direccion General de Capitanias y Guardacostas,Ministerio de Marina
Direccion General de Capitanias y Guardacostas,null,null,null,null,null,null,null,null,Lima,Lima,PERU,PERU,null,null,true,true,True,true,Test Case Passed
376,376,376,376,Ministerio de Marina
Direccion General de Capitanias y Guardacostas,Ministerio de Marina
Direccion General de Capitanias y Guardacostas,null,null,null,null,null,null,null,null,Lima,Lima,PERU,PERU,null,null,true,true,True,true,Test Case Passed
375,375,375,375,Ministerio de Marina
Direccion General de Capitanias y Guardacostas,Ministerio de Marina
Direccion General de Capitanias y Guardacostas,null,null,null,null,null,null,null,null,Lima,Lima,PERU,PERU,null,null,true,true,True,true,Test Case Passed
374,374,374,374,First Assistant Secretary  Marine Transport Division,First Assistant Secretary  Marine Transport Division,Department of Transport,Department of Transport,PO Box 457,PO Box 457,null,null,null,null,Konedobu Ncd,Konedobu Ncd,PAPUA NEW GUINA,PAPUA NEW GUINA,null,null,true,true,True,true,Test Case Passed
373,373,373,373,First Assistant Secretary  Marine Transport Division,First Assistant Secretary  Marine Transport Division,Department of Transport,Department of Transport,PO Box 457,PO Box 457,null,null,null,null,Konedobu Ncd,Konedobu Ncd,PAPUA NEW GUINA,PAPUA NEW GUINA,null,null,true,true,True,true,Test Case Passed
372,372,372,372,First Assistant Secretary  Marine Transport Division,First Assistant Secretary  Marine Transport Division,Department of Transport,Department of Transport,PO Box 457,PO Box 457,null,null,null,null,Konedobu Ncd,Konedobu Ncd,PAPUA NEW GUINA,PAPUA NEW GUINA,null,null,true,true,True,true,Test Case Passed
371,371,371,371,Panama Maritime Authority ,Panama Maritime Authority ,P.O. Box 0843-0533,P.O. Box 0843-0533,Ancón,Ancón,null,null,Balboa,Balboa,Panama,Panama,REPUBLIC OF PANAMA ,REPUBLIC OF PANAMA ,null,null,true,true,True,true,Test Case Passed
370,370,370,370,Panama Maritime Authority ,Panama Maritime Authority ,P.O. Box 0843-0533,P.O. Box 0843-0533,Ancón,Ancón,null,null,Balboa,Balboa,Panama,Panama,REPUBLIC OF PANAMA ,REPUBLIC OF PANAMA ,null,null,true,true,True,true,Test Case Passed
369,369,369,369,Panama Maritime Authority ,Panama Maritime Authority ,P.O. Box 0843-0533,P.O. Box 0843-0533,Ancón,Ancón,null,null,Balboa,Balboa,Panama,Panama,REPUBLIC OF PANAMA ,REPUBLIC OF PANAMA ,null,null,true,true,True,true,Test Case Passed
368,368,368,368,Panama Maritime Authority ,Panama Maritime Authority ,P.O. Box 0843-0533,P.O. Box 0843-0533,Ancón,Ancón,null,null,Balboa,Balboa,Panama,Panama,REPUBLIC OF PANAMA ,REPUBLIC OF PANAMA ,null,null,true,true,True,true,Test Case Passed
367,367,367,367,Panama Maritime Authority ,Panama Maritime Authority ,P.O. Box 0843-0533,P.O. Box 0843-0533,Ancón,Ancón,null,null,Balboa,Balboa,Panama,Panama,REPUBLIC OF PANAMA ,REPUBLIC OF PANAMA ,null,null,true,true,True,true,Test Case Passed
366,366,366,366,Palau International Ship Registry
Maritime Safety and Environment Protection,Palau International Ship Registry
Maritime Safety and Environment Protection,16701 Greenspoint Park Drive
Suite,16701 Greenspoint Park Drive
Suite,155 Houston  ,155 Houston  ,null,null,Texas,Texas,null,null,USA,USA,77060,77060,true,true,True,true,Test Case Passed
365,365,365,365,Palau International Ship Registry
Maritime Safety and Environment Protection,Palau International Ship Registry
Maritime Safety and Environment Protection,16701 Greenspoint Park Drive
Suite,16701 Greenspoint Park Drive
Suite,155 Houston  ,155 Houston  ,null,null,Texas,Texas,null,null,USA,USA,77060,77060,true,true,True,true,Test Case Passed
364,364,364,784,Palau International Ship Registry (PISR),Palau International Ship Registry USA Head Office,5  Sachtouri Street  18536,9595 Six Pines Drive,6th Floor,Suite 8210  Office 277,,,,,Piraeus,The Woodlands  TX  77380,GREECE,UNITED STATES OF AMERICA, ,,true,false,True,false,Test Case failed
364,364,784,784,Palau International Ship Registry USA Head Office,Palau International Ship Registry USA Head Office,9595 Six Pines Drive,9595 Six Pines Drive,Suite 8210  Office 277,Suite 8210  Office 277,,,,,The Woodlands  TX  77380,The Woodlands  TX  77380,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,,,false,false,False,false,Test Case Passed
363,363,839,839,PALAU INTERNATIONAL SHIP REGISTRY (PISR),PALAU INTERNATIONAL SHIP REGISTRY (PISR),5  SACHTOURI STREET  18536,5  SACHTOURI STREET  18536,6TH FLOOR,6TH FLOOR,,,,,PIRAEUS,PIRAEUS,PALAU  REPUBLIC OF,PALAU  REPUBLIC OF,,,false,false,False,false,Test Case Passed
363,363,363,839,Palau Ship Registry,PALAU INTERNATIONAL SHIP REGISTRY (PISR),The Woodlands  TX  77380 ,5  SACHTOURI STREET  18536,9595 Six Pines Drive,6TH FLOOR,Suite 8210  Office 277,,,,Houston,PIRAEUS,UNITED STATES OF AMERICA,PALAU  REPUBLIC OF,77060,,true,false,True,false,Test Case failed
362,362,362,362,Palau International Ship Registry
Maritime Safety and Environment Protection,Palau International Ship Registry
Maritime Safety and Environment Protection,16701 Greenspoint Park Drive
Suite,16701 Greenspoint Park Drive
Suite,155 Houston  ,155 Houston  ,null,null,Texas,Texas,null,null,USA,USA,77060,77060,true,true,True,true,Test Case Passed
361,361,361,361,Sjøfartsdirektoratet,Sjøfartsdirektoratet,Postboks 2222,Postboks 2222,5509 Haugesund,5509 Haugesund,null,null,null,null,Norge,Norge,NORWAY,NORWAY,null,null,true,true,True,true,Test Case Passed
360,360,360,360,Sjøfartsdirektoratet,Sjøfartsdirektoratet,Postboks 2222,Postboks 2222,5509 Haugesund,5509 Haugesund,null,null,null,null,Norge,Norge,NORWAY,NORWAY,null,null,true,true,True,true,Test Case Passed
359,359,359,359,Sjøfartsdirektoratet,Sjøfartsdirektoratet,Postboks 2222,Postboks 2222,5509 Haugesund,5509 Haugesund,null,null,null,null,Norge,Norge,NORWAY,NORWAY,null,null,true,true,True,true,Test Case Passed
358,358,358,358,Sjøfartsdirektoratet,Sjøfartsdirektoratet,Postboks 2222,Postboks 2222,5509 Haugesund,5509 Haugesund,null,null,null,null,Norge,Norge,NORWAY,NORWAY,null,null,true,true,True,true,Test Case Passed
357,357,357,357,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,Maritime House,Maritime House,4  Burma Road,4  Burma Road,null,null,Apapa,Apapa,Lagos,Lagos,NIGERIA ,NIGERIA ,null,null,true,true,True,true,Test Case Passed
356,356,356,356,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,Maritime House,Maritime House,4  Burma Road,4  Burma Road,null,null,Apapa,Apapa,Lagos,Lagos,NIGERIA ,NIGERIA ,null,null,true,true,True,true,Test Case Passed
355,355,355,355,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,Maritime House,Maritime House,4  Burma Road,4  Burma Road,null,null,Apapa,Apapa,Lagos,Lagos,NIGERIA ,NIGERIA ,null,null,true,true,True,true,Test Case Passed
354,354,354,354,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,Maritime House,Maritime House,4  Burma Road,4  Burma Road,null,null,Apapa,Apapa,Lagos,Lagos,NIGERIA ,NIGERIA ,null,null,true,true,True,true,Test Case Passed
353,353,353,353,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,The Director General/CEO
Nigerian Maritime Administration and Safety Agency,Maritime House,Maritime House,4  Burma Road,4  Burma Road,null,null,Apapa,Apapa,Lagos,Lagos,NIGERIA ,NIGERIA ,null,null,true,true,True,true,Test Case Passed
352,352,352,352,Niue Ship Registry ,Niue Ship Registry ,10 Anson Road  International Plaza,10 Anson Road  International Plaza,#25-15,#25-15,null,null,null,null,Singapore ,Singapore ,SINGAPORE ,SINGAPORE ,079903,079903,true,true,True,true,Test Case Passed
351,351,351,351,Niue Ship Registry ,Niue Ship Registry ,10 Anson Road  International Plaza,10 Anson Road  International Plaza,#25-15,#25-15,null,null,null,null,Singapore ,Singapore ,SINGAPORE ,SINGAPORE ,079903,079903,true,true,True,true,Test Case Passed
350,350,350,350,Niue Ship Registry ,Niue Ship Registry ,10 Anson Road  International Plaza,10 Anson Road  International Plaza,#25-15,#25-15,null,null,null,null,Singapore ,Singapore ,SINGAPORE ,SINGAPORE ,079903,079903,true,true,True,true,Test Case Passed
349,349,349,349,Niue Ship Registry ,Niue Ship Registry ,10 Anson Road  International Plaza,10 Anson Road  International Plaza,#25-15,#25-15,null,null,null,null,Singapore ,Singapore ,SINGAPORE ,SINGAPORE ,079903,079903,true,true,True,true,Test Case Passed
348,348,348,348,Niue Ship Registry ,Niue Ship Registry ,10 Anson Road  International Plaza,10 Anson Road  International Plaza,#25-15,#25-15,null,null,null,null,Singapore ,Singapore ,SINGAPORE ,SINGAPORE ,079903,079903,true,true,True,true,Test Case Passed
347,347,347,347,Maritime New Zealand,Maritime New Zealand,null,null,null,null,null,null,null,null,null,null,NEW ZEALAND,NEW ZEALAND,null,null,true,true,True,true,Test Case Passed
346,346,346,346,Maritime New Zealand,Maritime New Zealand,null,null,null,null,null,null,null,null,null,null,NEW ZEALAND,NEW ZEALAND,null,null,true,true,True,true,Test Case Passed
345,345,345,345,Maritime New Zealand,Maritime New Zealand,Level 11,Level 11,1 Grey Street,1 Grey Street,,,,,Wellington 6011,Wellington 6011,NEW ZEALAND,NEW ZEALAND,,,true,true,True,true,Test Case Passed
344,344,344,344,Maritime New Zealand,Maritime New Zealand,null,null,null,null,null,null,null,null,null,null,NEW ZEALAND,NEW ZEALAND,null,null,true,true,True,true,Test Case Passed
341,341,341,341,Inspectie Leefomgeving en Transport,Inspectie Leefomgeving en Transport,Ministerie van Infrastructuur en Waterstaat,Ministerie van Infrastructuur en Waterstaat,Postbox 16191,Postbox 16191,,,,,2500 BD Den Haag,2500 BD Den Haag,NETHERLANDS,NETHERLANDS,,,false,false,False,false,Test Case Passed
340,340,340,343,Unit Analysis  Development and Accident Investigation,Inspectie Leefomgeving en Transport,Netherlands Shipping Inspectorate ,Ministerie van Infrastructuur en Waterstaat,Human Environment and Transportation Inspectorate,Postbox 16191,Weena 723 
3013 AM Rotterdam
Entrance C  1st Floor,,null,,Rotterdam,2500 BD Den Haag,NETHERLANDS,NETHERLANDS,null,,true,false,True,false,Test Case failed
340,340,343,343,Inspectie Leefomgeving en Transport,Inspectie Leefomgeving en Transport,Ministerie van Infrastructuur en Waterstaat,Ministerie van Infrastructuur en Waterstaat,Postbox 16191,Postbox 16191,,,,,2500 BD Den Haag,2500 BD Den Haag,NETHERLANDS,NETHERLANDS,,,false,false,False,false,Test Case Passed
339,339,342,342,Inspectie Leefomgeving en Transport,Inspectie Leefomgeving en Transport,Ministerie van Infrastructuur en Waterstaat,Ministerie van Infrastructuur en Waterstaat,Postbox 16191,Postbox 16191,,,,,2500 BD Den Haag,2500 BD Den Haag,NETHERLANDS,NETHERLANDS,,,false,false,False,false,Test Case Passed
338,338,731,731,Inspectie Leefomgeving en Transport,Inspectie Leefomgeving en Transport,Ministerie van Infrastructuur en Waterstaat,Ministerie van Infrastructuur en Waterstaat,Postbox 16191,Postbox 16191,,,,,2500 BD Den Haag  ,2500 BD Den Haag  ,NETHERLANDS,NETHERLANDS,,,false,false,False,false,Test Case Passed
337,337,337,337,Direction De La Marine
Marchande,Direction De La Marine
Marchande,Bd Feliz Houphouet Boigny,Bd Feliz Houphouet Boigny,null,null,null,null,null,null,Casablanca,Casablanca,MOROCCO,MOROCCO,null,null,false,false,False,false,Test Case Passed
336,336,336,336,Direction De La Marine
Marchande,Direction De La Marine
Marchande,Bd Feliz Houphouet Boigny,Bd Feliz Houphouet Boigny,null,null,null,null,null,null,Casablanca,Casablanca,MOROCCO,MOROCCO,null,null,false,false,False,false,Test Case Passed
335,335,335,335,Direction De La Marine
Marchande,Direction De La Marine
Marchande,Bd Feliz Houphouet Boigny,Bd Feliz Houphouet Boigny,null,null,null,null,null,null,Casablanca,Casablanca,MOROCCO,MOROCCO,null,null,false,false,False,false,Test Case Passed
334,334,334,334,Direction De La Marine
Marchande,Direction De La Marine
Marchande,Bd Feliz Houphouet Boigny,Bd Feliz Houphouet Boigny,null,null,null,null,null,null,Casablanca,Casablanca,MOROCCO,MOROCCO,null,null,false,false,False,false,Test Case Passed
333,333,333,333,Direction De La Marine
Marchande,Direction De La Marine
Marchande,Bd Feliz Houphouet Boigny,Bd Feliz Houphouet Boigny,null,null,null,null,null,null,Casablanca,Casablanca,MOROCCO,MOROCCO,null,null,false,false,False,false,Test Case Passed
332,332,332,332,Mongolia Maritime Administration (Operations) ,Mongolia Maritime Administration (Operations) ,Mongolia Ship Registry ,Mongolia Ship Registry ,133 New Bridge Road,133 New Bridge Road,#16-02 Chinatown Point,#16-02 Chinatown Point,null,null,null,null,SINGAPORE,SINGAPORE,059413,059413,false,false,False,false,Test Case Passed
331,331,331,331,Mongolia Maritime Administration (Operations) ,Mongolia Maritime Administration (Operations) ,Mongolia Ship Registry ,Mongolia Ship Registry ,133 New Bridge Road,133 New Bridge Road,#16-02 Chinatown Point,#16-02 Chinatown Point,null,null,null,null,SINGAPORE,SINGAPORE,059413,059413,false,false,False,false,Test Case Passed
330,330,330,330,Mongolia Maritime Administration (Operations) ,Mongolia Maritime Administration (Operations) ,Mongolia Ship Registry ,Mongolia Ship Registry ,133 New Bridge Road,133 New Bridge Road,#16-02 Chinatown Point,#16-02 Chinatown Point,null,null,null,null,SINGAPORE,SINGAPORE,059413,059413,false,false,False,false,Test Case Passed
329,329,329,329,Mongolia Maritime Administration (Operations) ,Mongolia Maritime Administration (Operations) ,Mongolia Ship Registry ,Mongolia Ship Registry ,133 New Bridge Road,133 New Bridge Road,#16-02 Chinatown Point,#16-02 Chinatown Point,null,null,null,null,SINGAPORE,SINGAPORE,059413,059413,false,false,False,false,Test Case Passed
328,328,328,328,Secretaria de Comunicaciones y Transportes,Secretaria de Comunicaciones y Transportes,Direccion General de Marine Mercante,Direccion General de Marine Mercante,Av Nuevo Leon 210,Av Nuevo Leon 210,Col. Hipodromo Condesa  C.P. ,Col. Hipodromo Condesa  C.P. ,null,null,null,null,MEXICO,MEXICO,06100,06100,false,false,False,false,Test Case Passed
327,327,327,327,Secretaria de Comunicaciones y Transportes,Secretaria de Comunicaciones y Transportes,Direccion General de Marine Mercante,Direccion General de Marine Mercante,Av Nuevo Leon 210,Av Nuevo Leon 210,Col. Hipodromo Condesa  C.P. ,Col. Hipodromo Condesa  C.P. ,null,null,null,null,MEXICO,MEXICO,06100,06100,false,false,False,false,Test Case Passed
326,326,326,326,Secretaria de Comunicaciones y Transportes,Secretaria de Comunicaciones y Transportes,Direccion General de Marine Mercante,Direccion General de Marine Mercante,Av Nuevo Leon 210,Av Nuevo Leon 210,Col. Hipodromo Condesa  C.P. ,Col. Hipodromo Condesa  C.P. ,null,null,null,null,MEXICO,MEXICO,06100,06100,false,false,False,false,Test Case Passed
325,325,325,325,Ministry of Public Infrastructure 
National Development Unit,Ministry of Public Infrastructure 
National Development Unit,Land Transport and Shipping,Land Transport and Shipping,4th Floor,4th Floor,New Government Centre,New Government Centre,null,null,Port-Louis,Port-Louis,REPUBLIC OF MAURITIUS,REPUBLIC OF MAURITIUS,null,null,false,false,False,false,Test Case Passed
324,324,324,324,Ministry of Public Infrastructure 
National Development Unit,Ministry of Public Infrastructure 
National Development Unit,Land Transport and Shipping,Land Transport and Shipping,4th Floor,4th Floor,New Government Centre,New Government Centre,null,null,Port-Louis,Port-Louis,REPUBLIC OF MAURITIUS,REPUBLIC OF MAURITIUS,null,null,false,false,False,false,Test Case Passed
323,323,323,323,Ministry of Public Infrastructure 
National Development Unit,Ministry of Public Infrastructure 
National Development Unit,Land Transport and Shipping,Land Transport and Shipping,4th Floor,4th Floor,New Government Centre,New Government Centre,null,null,Port-Louis,Port-Louis,REPUBLIC OF MAURITIUS,REPUBLIC OF MAURITIUS,null,null,false,false,False,false,Test Case Passed
322,322,322,322,Ministry of Ocean Economy  Marine Resources  Fisheries and Shipping ,Ministry of Ocean Economy  Marine Resources  Fisheries and Shipping ,4th Floor,4th Floor,LIC Centre,LIC Centre,President John Kennedy Street,President John Kennedy Street,,,Port-Louis,Port-Louis,MAURITIUS,MAURITIUS,,,false,false,False,false,Test Case Passed
321,321,321,321,Maritime Administrator for the Republic of the Marshall Islands,Maritime Administrator for the Republic of the Marshall Islands,Attn: Vessel Administration ,Attn: Vessel Administration ,International Registries  Inc.,International Registries  Inc.,11495 Commerce Park Drive ,11495 Commerce Park Drive ,Virginia ,Virginia ,Reston,Reston,USA,USA,20191-1506,20191-1506,true,true,True,true,Test Case Passed
320,320,320,320,Maritime Administrator for the Republic of the Marshall Islands,Maritime Administrator for the Republic of the Marshall Islands,Attn: Vessel Administration ,Attn: Vessel Administration ,International Registries  Inc.,International Registries  Inc.,11495 Commerce Park Drive ,11495 Commerce Park Drive ,Virginia ,Virginia ,Reston,Reston,USA,USA,20191-1506,20191-1506,true,true,True,true,Test Case Passed
319,319,319,319,Maritime Administrator for the Republic of the Marshall Islands,Maritime Administrator for the Republic of the Marshall Islands,Attn: Vessel Administration ,Attn: Vessel Administration ,International Registries  Inc.,International Registries  Inc.,11495 Commerce Park Drive ,11495 Commerce Park Drive ,Virginia ,Virginia ,Reston,Reston,USA,USA,20191-1506,20191-1506,true,true,True,true,Test Case Passed
318,318,318,318,Maritime Administrator for the Republic of the Marshall Islands,Maritime Administrator for the Republic of the Marshall Islands,Attn: Vessel Administration ,Attn: Vessel Administration ,International Registries  Inc.,International Registries  Inc.,11495 Commerce Park Drive ,11495 Commerce Park Drive ,Virginia ,Virginia ,Reston,Reston,USA,USA,20191-1506,20191-1506,true,true,True,true,Test Case Passed
317,317,317,317,Maritime Administrator for the Republic of the Marshall Islands,Maritime Administrator for the Republic of the Marshall Islands,Attn: Vessel Administration ,Attn: Vessel Administration ,International Registries  Inc.,International Registries  Inc.,11495 Commerce Park Drive ,11495 Commerce Park Drive ,Virginia ,Virginia ,Reston,Reston,USA,USA,20191-1506,20191-1506,true,true,True,true,Test Case Passed
316,316,316,316,Registrar General of Shipping and Seamen,Registrar General of Shipping and Seamen,Merchant Shipping Directorate,Merchant Shipping Directorate,Transport Malta,Transport Malta,Malta Transport Centre,Malta Transport Centre,,,Triq Pantar Hal Lija 2021,Triq Pantar Hal Lija 2021,MALTA,MALTA,,,true,true,True,true,Test Case Passed
315,315,315,315,Registrar General of Shipping and Seamen,Registrar General of Shipping and Seamen,Merchant Shipping Directorate,Merchant Shipping Directorate,Transport Malta,Transport Malta,Malta Transport Centre,Malta Transport Centre,,,Triq Pantar Hal Lija 2021,Triq Pantar Hal Lija 2021,MALTA,MALTA,,,true,true,True,true,Test Case Passed
314,314,314,314,Registrar General of Shipping and Seamen,Registrar General of Shipping and Seamen,Merchant Shipping Directorate,Merchant Shipping Directorate,Transport Malta,Transport Malta,Malta Transport Centre,Malta Transport Centre,,,Triq Pantar Hal Lija 2021,Triq Pantar Hal Lija 2021,MALTA,MALTA,,,true,true,True,true,Test Case Passed
313,313,313,313,Registrar General of Shipping and Seamen,Registrar General of Shipping and Seamen,Merchant Shipping Directorate,Merchant Shipping Directorate,Transport Malta,Transport Malta,Malta Transport Centre,Malta Transport Centre,,,Triq Pantar Hal Lija 2021,Triq Pantar Hal Lija 2021,MALTA,MALTA,,,true,true,True,true,Test Case Passed
312,312,312,312,Registrar General of Shipping and Seamen,Registrar General of Shipping and Seamen,Merchant Shipping Directorate,Merchant Shipping Directorate,Transport Malta,Transport Malta,Malta Transport Centre,Malta Transport Centre,,,Triq Pantar Hal Lija 2021,Triq Pantar Hal Lija 2021,MALTA,MALTA,,,true,true,True,true,Test Case Passed
311,311,311,311,Marine Environment Protection Unit  Safety of Navigation Division
Marine Department of Malaysia ,Marine Environment Protection Unit  Safety of Navigation Division
Marine Department of Malaysia ,P.O. Box 12  Foreshore Road,P.O. Box 12  Foreshore Road,null,null,null,null,Selangor ,Selangor ,Port Kelang ,Port Kelang ,MALAYSIA ,MALAYSIA ,42007,42007,true,true,True,true,Test Case Passed
