SQL_ApplicationId,SQL_TransactionId,API_TransactionId,SQL_Workflowid,API_Workflowid,SQL_DisplayName,API_DisplayName,SQL_StartDate,API_StartDate,SQL_EndDate,API_EndDate,SQL_AppliedDate,API_AppliedDate,SQL_TransactionStatus,API_TransactionStatus,SQL_TransactionSequence,API_TransactionSequence,SQL_TransactionSubTypeOtherDescription,SQL_TransactionSubTypeOtherDescription,SQL_ReasonForChange,API_ReasonForChange,Status
76077,274721,274721,705EEF59-5F09-46DD-AF6D-79F8CA9F0B05,705eef59-5f09-46dd-af6d-79f8ca9f0b05,QUOTETRANSACTION,QUOTETRANSACTION,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,2020-12-08 13:45:10.5733784 +00:00,2020-12-08T13:45:10.5733784+00:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76075,274718,274718,ACD217C6-DF59-430F-9A77-56DA8B17B973,acd217c6-df59-430f-9a77-56da8b17b973,QUOTETRANSACTION,QUOTETRANSACTION,2021-01-01 12:00:00 +00:00,2021-01-01T12:00:00+00:00,2022-01-01 12:00:00 +00:00,2022-01-01T12:00:00+00:00,2020-12-07 14:14:47.559762 +00:00,2020-12-07T14:14:47.559762+00:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76073,274713,274713,37FC5E69-DF88-4A49-ABD9-631A5625256B,37fc5e69-df88-4a49-abd9-631a5625256b,QUOTETRANSACTION,QUOTETRANSACTION,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,2020-12-07 14:03:37.9194399 +00:00,2020-12-07T14:03:37.9194399+00:00,Not Taken Up,Not Taken Up,1,1,null,null,null,null,Test Case Passed
76073,274714,274714,077A9515-EB64-4E9D-8700-279CD7C9C9C1,077a9515-eb64-4e9d-8700-279cd7c9c9c1,QUOTETRANSACTION,QUOTETRANSACTION,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,2020-12-07 14:05:12.7738361 +00:00,2020-12-07T14:05:12.7738361+00:00,Bound,Bound,2,2,null,null,null,null,Test Case Passed
76071,274708,274708,15CBEE45-3CC1-42B5-B52A-1BA2CB70F3C0,15cbee45-3cc1-42b5-b52a-1ba2cb70f3c0,QUOTETRANSACTION,QUOTETRANSACTION,2021-02-01 12:00:00 +00:00,2021-02-01T12:00:00+00:00,2022-02-01 12:00:00 +00:00,2022-02-01T12:00:00+00:00,2020-12-07 12:47:25.031618 +00:00,2020-12-07T12:47:25.031618+00:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76070,274707,274707,36E3A031-28D2-459A-81F7-C70BF69EBB52,36e3a031-28d2-459a-81f7-c70bf69ebb52,QUOTETRANSACTION,QUOTETRANSACTION,2021-01-01 12:00:00 +00:00,2021-01-01T12:00:00+00:00,2022-01-01 12:00:00 +00:00,2022-01-01T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76069,274706,274706,F5DBD925-EEFC-4C32-B10E-0914A4704A31,f5dbd925-eefc-4c32-b10e-0914a4704a31,QUOTETRANSACTION,QUOTETRANSACTION,2020-12-07 12:00:00 +00:00,2020-12-07T12:00:00+00:00,2021-12-07 12:00:00 +00:00,2021-12-07T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76068,274679,274679,17BB3D57-5FE7-4DBF-B0D8-FCC7A47D4EB3,17bb3d57-5fe7-4dbf-b0d8-fcc7a47d4eb3,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-14 12:00:00 +00:00,2020-09-14T12:00:00+00:00,2020-12-04 12:00:00 +00:00,2020-12-04T12:00:00+00:00,2020-12-04 15:31:02.5837378 +00:00,2020-12-04T15:31:02.5837378+00:00,Not Taken Up,Not Taken Up,4,4,null,null,null,null,Test Case Passed
76068,274678,274678,96F4B682-B1C9-47FD-B494-49F230ABAEC1,96f4b682-b1c9-47fd-b494-49f230abaec1,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-14 12:00:00 +00:00,2020-09-14T12:00:00+00:00,2020-12-03 12:00:00 +00:00,2020-12-03T12:00:00+00:00,2020-12-04 13:44:51.3367553 +00:00,2020-12-04T13:44:51.3367553+00:00,Not Taken Up,Not Taken Up,3,3,null,null,null,null,Test Case Passed
76068,274677,274677,FCB59CD1-DCA3-4780-ABCE-1E677035BC4B,fcb59cd1-dca3-4780-abce-1e677035bc4b,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-14 12:00:00 +00:00,2020-09-14T12:00:00+00:00,2020-12-02 12:00:00 +00:00,2020-12-02T12:00:00+00:00,2020-12-04 13:25:53.427597 +00:00,2020-12-04T13:25:53.427597+00:00,Not Taken Up,Not Taken Up,2,2,null,null,null,null,Test Case Passed
76068,274676,274676,C472827B-91FF-446F-9BF1-A3C10E87D255,c472827b-91ff-446f-9bf1-a3c10e87d255,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-14 12:00:00 +00:00,2020-09-14T12:00:00+00:00,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2020-12-04 13:05:41.4032088 +00:00,2020-12-04T13:05:41.4032088+00:00,Not Taken Up,Not Taken Up,1,1,null,null,null,null,Test Case Passed
76068,274682,274682,5A795150-344E-4E98-B1C6-7B2378B643BC,5a795150-344e-4e98-b1c6-7b2378b643bc,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-14 12:00:00 +00:00,2020-09-14T12:00:00+00:00,2020-12-04 12:00:00 +00:00,2020-12-04T12:00:00+00:00,null,null,In Progress,In Progress,5,5,null,null,null,null,Test Case Passed
76066,274670,274670,450F7876-A946-4AEA-81EF-434B32D7A144,450f7876-a946-4aea-81ef-434b32d7a144,QUOTETRANSACTION,QUOTETRANSACTION,2020-12-03 12:00:00 +00:00,2020-12-03T12:00:00+00:00,2021-12-03 12:00:00 +00:00,2021-12-03T12:00:00+00:00,2020-12-03 14:28:06.3655747 +00:00,2020-12-03T14:28:06.3655747+00:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76064,274665,274665,C579F326-DC73-46D0-91AD-EDF109E6052C,c579f326-dc73-46d0-91ad-edf109e6052c,QUOTETRANSACTION,QUOTETRANSACTION,2020-12-03 12:00:00 +00:00,2020-12-03T12:00:00+00:00,2021-12-03 12:00:00 +00:00,2021-12-03T12:00:00+00:00,2020-12-03 12:50:12.655285 +00:00,2020-12-03T12:50:12.655285+00:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76061,274655,274655,5AF7B797-0BA1-430B-B21F-80B52DC44979,5af7b797-0ba1-430b-b21f-80b52dc44979,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-31 12:00:00 +00:00,2020-08-31T12:00:00+00:00,2021-11-28 12:00:00 +00:00,2021-11-28T12:00:00+00:00,2020-11-30 16:05:48.736714 +00:00,2020-11-30T16:05:48.736714+00:00,Not Taken Up,Not Taken Up,2,2,null,null,null,null,Test Case Passed
76061,274654,274654,19C12451-C884-421A-A353-967B5D4D6460,19c12451-c884-421a-a353-967b5d4d6460,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-31 12:00:00 +00:00,2020-08-31T12:00:00+00:00,2021-11-28 12:00:00 +00:00,2021-11-28T12:00:00+00:00,2020-11-30 16:04:37.5336368 +00:00,2020-11-30T16:04:37.5336368+00:00,Not Taken Up,Not Taken Up,1,1,null,null,null,null,Test Case Passed
76061,274657,274657,80171149-003E-4208-A11E-4315D4A86C8C,80171149-003e-4208-a11e-4315d4a86c8c,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-04 12:00:00 +00:00,2020-09-04T12:00:00+00:00,2020-11-30 12:00:00 +00:00,2020-11-30T12:00:00+00:00,2020-11-30 16:15:53.5943506 +00:00,2020-11-30T16:15:53.5943506+00:00,Bound,Bound,3,3,null,null,null,null,Test Case Passed
76059,274651,274651,D9A3A5D6-7330-4FC0-84FD-ED5504A0F4F0,d9a3a5d6-7330-4fc0-84fd-ed5504a0f4f0,QUOTETRANSACTION,QUOTETRANSACTION,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,2020-11-30 11:59:36.5558252 +00:00,2020-11-30T11:59:36.5558252+00:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76058,274647,274647,9DCABD18-8784-4799-8474-9EE0D87AD751,9dcabd18-8784-4799-8474-9ee0d87ad751,QUOTETRANSACTION,QUOTETRANSACTION,2020-11-24 12:00:00 +00:00,2020-11-24T12:00:00+00:00,2021-11-24 12:00:00 +00:00,2021-11-24T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76056,274639,274639,389AC279-6F6D-43EF-A441-C9D033B94B2C,389ac279-6f6d-43ef-a441-c9d033b94b2c,QUOTETRANSACTION,QUOTETRANSACTION,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,2020-11-16 16:49:59.0776742 +00:00,2020-11-16T16:49:59.0776742+00:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76055,274633,274633,13E56157-EA42-466D-B17A-E5F8A23973AB,13e56157-ea42-466d-b17a-e5f8a23973ab,QUOTETRANSACTION,QUOTETRANSACTION,2020-11-01 12:00:00 +00:00,2020-11-01T12:00:00+00:00,2021-11-01 12:00:00 +00:00,2021-11-01T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76054,274632,274632,0E9DF95C-8F48-4E8B-B24F-6BFD659019E6,0e9df95c-8f48-4e8b-b24f-6bfd659019e6,QUOTETRANSACTION,QUOTETRANSACTION,2020-11-10 12:00:00 +00:00,2020-11-10T12:00:00+00:00,2021-11-10 12:00:00 +00:00,2021-11-10T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76053,274631,274631,D7E52821-8006-4E27-825D-CF038CF26379,d7e52821-8006-4e27-825d-cf038cf26379,QUOTETRANSACTION,QUOTETRANSACTION,2020-11-10 12:00:00 +00:00,2020-11-10T12:00:00+00:00,2021-11-10 12:00:00 +00:00,2021-11-10T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76050,274614,274614,320FBACC-CD8A-47DD-93A1-F0293300F56A,320fbacc-cd8a-47dd-93a1-f0293300f56a,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-28 12:00:00 +00:00,2020-09-28T12:00:00+00:00,2021-09-28 12:00:00 +00:00,2021-09-28T12:00:00+00:00,2020-09-28 09:42:56.0735284 +01:00,2020-09-28T09:42:56.0735284+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76048,274580,274580,8639A091-8893-404E-B1DE-D06C32802841,8639a091-8893-404e-b1de-d06c32802841,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-21 12:00:00 +00:00,2020-09-21T12:00:00+00:00,2021-09-21 12:00:00 +00:00,2021-09-21T12:00:00+00:00,2020-09-21 13:32:26.099385 +01:00,2020-09-21T13:32:26.099385+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76047,274572,274572,52E253B4-3ACD-4C99-9D7B-E0E697670B70,52e253b4-3acd-4c99-9d7b-e0e697670b70,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-18 12:00:00 +00:00,2020-09-18T12:00:00+00:00,2021-09-18 12:00:00 +00:00,2021-09-18T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76045,274556,274556,F1EF9D11-93B6-4C45-8026-AECD01BD9E78,f1ef9d11-93b6-4c45-8026-aecd01bd9e78,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-17 12:00:00 +00:00,2020-09-17T12:00:00+00:00,2021-09-17 12:00:00 +00:00,2021-09-17T12:00:00+00:00,2020-09-17 14:53:38.8247971 +01:00,2020-09-17T14:53:38.8247971+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76044,274552,274552,AFEE5092-9D93-40D8-834F-8B761AEB15A5,afee5092-9d93-40d8-834f-8b761aeb15a5,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-17 12:00:00 +00:00,2020-09-17T12:00:00+00:00,2021-09-17 12:00:00 +00:00,2021-09-17T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76042,274549,274549,1B80A229-BBA5-446B-8B3A-09F28E252F78,1b80a229-bba5-446b-8b3a-09f28e252f78,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,2020-09-16 17:58:48.6608639 +01:00,2020-09-16T17:58:48.6608639+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76041,274548,274548,FDBF9E22-9EE9-46EC-8280-90265F23EC55,fdbf9e22-9ee9-46ec-8280-90265f23ec55,QUOTETRANSACTION,QUOTETRANSACTION,2020-12-01 12:00:00 +00:00,2020-12-01T12:00:00+00:00,2021-12-01 12:00:00 +00:00,2021-12-01T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76039,274544,274544,2148EB63-687E-4FFF-92ED-80D0EDD67051,2148eb63-687e-4fff-92ed-80d0edd67051,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,2020-09-16 17:37:23.8892839 +01:00,2020-09-16T17:37:23.8892839+01:00,Abandoned,Abandoned,1,1,null,null,null,null,Test Case Passed
76038,274543,274543,F9EA417B-BB4B-4244-BA9B-B3D8A0E411DC,f9ea417b-bb4b-4244-ba9b-b3d8a0e411dc,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-16 12:00:00 +00:00,2020-09-16T12:00:00+00:00,2021-09-16 12:00:00 +00:00,2021-09-16T12:00:00+00:00,2020-09-16 17:32:59.0740362 +01:00,2020-09-16T17:32:59.0740362+01:00,Abandoned,Abandoned,1,1,null,null,null,null,Test Case Passed
