SQL_ApplicationId,SQL_TransactionId,API_TransactionId,SQL_Workflowid,API_Workflowid,SQL_DisplayName,API_DisplayName,SQL_StartDate,API_StartDate,SQL_EndDate,API_EndDate,SQL_AppliedDate,API_AppliedDate,SQL_TransactionStatus,API_TransactionStatus,SQL_TransactionSequence,API_TransactionSequence,SQL_TransactionSubTypeOtherDescription,SQL_TransactionSubTypeOtherDescription,SQL_ReasonForChange,API_ReasonForChange,Status
76018,274445,274445,22873A36-142D-4046-81B6-48A2358EB807,22873a36-142d-4046-81b6-48a2358eb807,QUOTETRANSACTION,QUOTETRANSACTION,2020-10-01 12:00:00 +00:00,2020-10-01T12:00:00+00:00,2021-10-01 12:00:00 +00:00,2021-10-01T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76016,274436,274436,C7537F96-ECDC-4289-91E8-C2743F8361CA,c7537f96-ecdc-4289-91e8-c2743f8361ca,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-28 12:00:00 +00:00,2020-08-28T12:00:00+00:00,2021-08-28 12:00:00 +00:00,2021-08-28T12:00:00+00:00,2020-08-31 13:40:30.4307315 +01:00,2020-08-31T13:40:30.4307315+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76014,274433,274433,725728DE-E502-48CB-8C39-9F1BAB75C73A,725728de-e502-48cb-8c39-9f1bab75c73a,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,2020-08-31 09:59:53.9373693 +01:00,2020-08-31T09:59:53.9373693+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76013,274431,274431,972521E2-9538-41F6-8D6C-9B11F569DAD1,972521e2-9538-41f6-8d6c-9b11f569dad1,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-28 12:00:00 +00:00,2020-08-28T12:00:00+00:00,2021-08-28 12:00:00 +00:00,2021-08-28T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76012,274430,274430,65645EAB-941F-4683-B609-2DD9255BC5E7,65645eab-941f-4683-b609-2dd9255bc5e7,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76011,274429,274429,59CCDAF5-104F-4853-8EF9-1B84F29FD923,59ccdaf5-104f-4853-8ef9-1b84f29fd923,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76010,274428,274428,2AA16649-896F-45E9-86DC-498E77DD988B,2aa16649-896f-45e9-86dc-498e77dd988b,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76008,274423,274423,A9096587-7C97-4EAC-A59D-7128B3D7028A,a9096587-7c97-4eac-a59d-7128b3d7028a,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,2020-08-28 13:14:36.5507928 +01:00,2020-08-28T13:14:36.5507928+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76006,274412,274412,25543FD9-540E-4CEE-850E-64096A04CEF4,25543fd9-540e-4cee-850e-64096a04cef4,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-28 12:00:00 +00:00,2020-08-28T12:00:00+00:00,2021-08-28 12:00:00 +00:00,2021-08-28T12:00:00+00:00,2020-08-28 08:26:41.983557 +01:00,2020-08-28T08:26:41.983557+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76004,274408,274408,BAF75371-8BA9-4FBF-B697-487938B99B7B,baf75371-8ba9-4fbf-b697-487938b99b7b,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76003,274407,274407,DEF6348E-233F-4352-8CE1-35A63904C5F3,def6348e-233f-4352-8ce1-35a63904c5f3,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
76001,274400,274400,A6CAF9DD-519E-4ABC-ABF2-EA19A4363C74,a6caf9dd-519e-4abc-abf2-ea19a4363c74,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,2020-08-27 14:22:54.6648832 +01:00,2020-08-27T14:22:54.6648832+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
76000,274399,274399,62358D16-925A-47C6-88C2-45FB8F6706D7,62358d16-925a-47c6-88c2-45fb8f6706d7,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75998,274392,274392,1EA40AB9-1E10-4C1E-A91E-269ED213769D,1ea40ab9-1e10-4c1e-a91e-269ed213769d,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,2020-08-27 12:54:08.0950632 +01:00,2020-08-27T12:54:08.0950632+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
75997,274384,274384,8B6846E1-22ED-482C-A1D3-21DE719FEDCA,8b6846e1-22ed-482c-a1d3-21de719fedca,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-20 12:00:00 +00:00,2020-08-20T12:00:00+00:00,2021-08-20 12:00:00 +00:00,2021-08-20T12:00:00+00:00,2020-08-27 22:19:42.267101 +01:00,2020-08-27T22:19:42.267101+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
75995,274378,274378,2CD6A9E8-5461-4703-B275-94D322062EA2,2cd6a9e8-5461-4703-b275-94d322062ea2,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-27 12:00:00 +00:00,2020-08-27T12:00:00+00:00,2021-08-27 12:00:00 +00:00,2021-08-27T12:00:00+00:00,2020-08-27 07:01:12.0290835 +01:00,2020-08-27T07:01:12.0290835+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
75994,274376,274376,C1D1374F-1F9B-4410-8D9A-26F126445DA2,c1d1374f-1f9b-4410-8d9a-26f126445da2,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75992,274360,274360,6B2DB10B-2D96-4244-9D25-1B78B3DBE27C,6b2db10b-2d96-4244-9d25-1b78b3dbe27c,QUOTETRANSACTION,QUOTETRANSACTION,2020-09-10 12:00:00 +00:00,2020-09-10T12:00:00+00:00,2021-09-10 12:00:00 +00:00,2021-09-10T12:00:00+00:00,2020-08-26 14:40:29.3207988 +01:00,2020-08-26T14:40:29.3207988+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
75990,274355,274355,4A52F6E4-48FE-4642-95EF-C8B40006B264,4a52f6e4-48fe-4642-95ef-c8b40006b264,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,2020-08-26 13:11:28.9156956 +01:00,2020-08-26T13:11:28.9156956+01:00,Bound,Bound,1,1,null,null,null,null,Test Case Passed
75989,274353,274353,E4A8D455-1CCA-48D8-A056-D2A56082D2EB,e4a8d455-1cca-48d8-a056-d2a56082d2eb,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75988,274349,274349,C2D16A2E-518E-472C-8D54-A2941CF0AEB6,c2d16a2e-518e-472c-8d54-a2941cf0aeb6,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,2020-08-26 12:01:55.3914077 +01:00,2020-08-26T12:01:55.3914077+01:00,Not Taken Up,Not Taken Up,1,1,null,null,null,null,Test Case Passed
75988,274352,274352,293409D8-FA35-4B2F-898F-404A0224E152,293409d8-fa35-4b2f-898f-404a0224e152,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,null,null,In Progress,In Progress,2,2,null,null,null,null,Test Case Passed
75987,274346,274346,6FD11A61-7059-481E-A8A3-8F3D65448BAB,6fd11a61-7059-481e-a8a3-8f3d65448bab,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-26 12:00:00 +00:00,2020-08-26T12:00:00+00:00,2021-08-26 12:00:00 +00:00,2021-08-26T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75986,274342,274342,2D2AD94B-17C1-4537-B084-03958F85CE5B,2d2ad94b-17c1-4537-b084-03958f85ce5b,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2020-08-25T12:00:00+00:00,2021-08-25 12:00:00 +00:00,2021-08-25T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75985,274338,274338,557C3199-07C7-4695-A1EF-BBF827F38340,557c3199-07c7-4695-a1ef-bbf827f38340,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2020-08-25T12:00:00+00:00,2021-08-25 12:00:00 +00:00,2021-08-25T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75984,274334,274334,01CF4957-772A-47C9-A057-6139093FB3BE,01cf4957-772a-47c9-a057-6139093fb3be,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2020-08-25T12:00:00+00:00,2021-08-25 12:00:00 +00:00,2021-08-25T12:00:00+00:00,2020-08-25 13:21:40.1546338 +01:00,2020-08-25T13:21:40.1546338+01:00,Not Taken Up,Not Taken Up,2,2,null,null,null,null,Test Case Passed
75984,274330,274330,45D503EC-2F15-4C6F-908E-72849A7825AF,45d503ec-2f15-4c6f-908e-72849a7825af,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2020-08-25T12:00:00+00:00,2021-08-25 12:00:00 +00:00,2021-08-25T12:00:00+00:00,2020-08-25 12:45:39.605608 +01:00,2020-08-25T12:45:39.605608+01:00,Not Taken Up,Not Taken Up,1,1,null,null,null,null,Test Case Passed
75984,274341,274341,D9C6097E-AA5F-4515-9C50-A46AD08D235B,d9c6097e-aa5f-4515-9c50-a46ad08d235b,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2020-08-25T12:00:00+00:00,2021-08-25 12:00:00 +00:00,2021-08-25T12:00:00+00:00,null,null,In Progress,In Progress,3,3,null,null,null,null,Test Case Passed
75983,274329,274329,BDB64C26-1412-4595-9E60-C49F9F56E104,bdb64c26-1412-4595-9e60-c49f9f56e104,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2020-08-25T12:00:00+00:00,2021-08-25 12:00:00 +00:00,2021-08-25T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75982,274323,274323,73A7563E-D1C6-45AB-9143-E17BA9E7ABDA,73a7563e-d1c6-45ab-9143-e17ba9e7abda,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-25 12:00:00 +00:00,2020-08-25T12:00:00+00:00,2021-08-25 12:00:00 +00:00,2021-08-25T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
75979,274310,274310,D258838D-C04D-419D-AE27-EBE6A8B66151,d258838d-c04d-419d-ae27-ebe6a8b66151,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2020-08-21T12:00:00+00:00,2021-08-21 12:00:00 +00:00,2021-08-21T12:00:00+00:00,2020-08-21 16:11:42.8633654 +01:00,2020-08-21T16:11:42.8633654+01:00,Not Taken Up,Not Taken Up,2,2,null,null,null,null,Test Case Passed
75979,274308,274308,1CE1CE3F-3588-49AA-8DC0-66120F3A5A99,1ce1ce3f-3588-49aa-8dc0-66120f3a5a99,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2020-08-21T12:00:00+00:00,2021-08-21 12:00:00 +00:00,2021-08-21T12:00:00+00:00,2020-08-21 16:11:21.9394288 +01:00,2020-08-21T16:11:21.9394288+01:00,Not Taken Up,Not Taken Up,1,1,null,null,null,null,Test Case Passed
75979,274311,274311,29A990A8-E938-4CE5-9B79-A01B194F1357,29a990a8-e938-4ce5-9b79-a01b194f1357,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2020-08-21T12:00:00+00:00,2021-08-21 12:00:00 +00:00,2021-08-21T12:00:00+00:00,2020-08-21 16:16:15.3855111 +01:00,2020-08-21T16:16:15.3855111+01:00,Bound,Bound,3,3,null,null,null,null,Test Case Passed
75978,274304,274304,B4B76D17-3C46-4E22-8BA6-7C184CEBA21D,b4b76d17-3c46-4e22-8ba6-7c184ceba21d,QUOTETRANSACTION,QUOTETRANSACTION,2020-08-21 12:00:00 +00:00,2020-08-21T12:00:00+00:00,2021-08-21 12:00:00 +00:00,2021-08-21T12:00:00+00:00,null,null,In Progress,In Progress,1,1,null,null,null,null,Test Case Passed
